3	8.742e+00
2	8.349e+00
0	8.894e+00
4	9.992e+00
5	8.215e+00
1	8.459e+00
6	9.932e+00
7	8.148e+00
9	8.434e+00
8	9.664e+00
11	8.797e+00
10	9.944e+00
12	8.820e+00
13	8.799e+00
14	8.453e+00
15	8.252e+00
16	8.614e+00
17	8.548e+00
18	8.640e+00
19	8.123e+00
20	8.152e+00
21	8.585e+00
22	9.654e+00
23	9.929e+00
0	0.000e+00
2	0.000e+00
3	0.000e+00
4	0.000e+00
5	0.000e+00
6	0.000e+00
8	0.000e+00
9	0.000e+00
1	0.000e+00
10	0.000e+00
7	0.000e+00
11	0.000e+00
12	0.000e+00
13	0.000e+00
14	0.000e+00
15	0.000e+00
16	0.000e+00
17	0.000e+00
18	0.000e+00
19	0.000e+00
20	0.000e+00
21	0.000e+00
22	0.000e+00
23	0.000e+00
