0.000000e+00	9.000000e+00	9.143368e-02	1.297676e-01	3.065294e+00	2.553412e+00	6.511232e+00	3.637526e+01	1.045279e+00
0.000000e+00	2.307701e+01	1.050748e-01	1.190952e-01	2.968925e+00	4.830088e+00	8.831018e+00	1.492231e+02	1.224176e+00
0.000000e+00	5.110748e+01	7.656373e-02	6.932987e-02	1.583863e+00	4.159599e+00	1.010195e+01	4.913810e+02	4.219907e+00
0.000000e+00	6.580092e+01	6.216107e-02	5.031470e-02	4.325055e+00	2.475178e+00	1.058836e+01	7.172412e+02	3.717673e+00
1.000000e-02	8.999996e+00	9.143350e-02	1.297673e-01	3.065293e+00	2.553409e+00	6.512959e+00	3.637523e+01	1.047197e+00
1.000000e-02	2.307702e+01	1.050747e-01	1.190950e-01	2.968926e+00	4.830091e+00	8.831439e+00	1.492231e+02	1.224632e+00
1.000000e-02	5.110751e+01	7.656342e-02	6.932984e-02	1.583863e+00	4.159592e+00	1.010207e+01	4.913814e+02	4.220034e+00
1.000000e-02	6.580089e+01	6.216150e-02	5.031465e-02	4.325055e+00	2.475183e+00	1.058845e+01	7.172406e+02	3.717746e+00
3.446679e-02	8.999985e+00	9.143304e-02	1.297668e-01	3.065291e+00	2.553399e+00	6.517185e+00	3.637517e+01	1.051886e+00
3.446679e-02	2.307703e+01	1.050745e-01	1.190945e-01	2.968927e+00	4.830099e+00	8.832471e+00	1.492233e+02	1.225747e+00
3.446679e-02	5.110759e+01	7.656266e-02	6.932979e-02	1.583864e+00	4.159573e+00	1.010239e+01	4.913825e+02	4.220344e+00
3.446679e-02	6.580080e+01	6.216254e-02	5.031454e-02	4.325055e+00	2.475196e+00	1.058866e+01	7.172393e+02	3.717927e+00
1.004955e-01	8.999958e+00	9.143183e-02	1.297654e-01	3.065285e+00	2.553374e+00	6.528589e+00	3.637500e+01	1.064525e+00
1.004955e-01	2.307708e+01	1.050739e-01	1.190930e-01	2.968930e+00	4.830119e+00	8.835254e+00	1.492237e+02	1.228754e+00
1.004955e-01	5.110779e+01	7.656062e-02	6.932964e-02	1.583868e+00	4.159522e+00	1.010323e+01	4.913855e+02	4.221183e+00
1.004955e-01	6.580058e+01	6.216535e-02	5.031423e-02	4.325055e+00	2.475231e+00	1.058924e+01	7.172356e+02	3.718414e+00
2.650428e-01	8.999888e+00	9.142886e-02	1.297620e-01	3.065271e+00	2.553313e+00	6.557010e+00	3.637458e+01	1.095917e+00
2.650428e-01	2.307719e+01	1.050726e-01	1.190894e-01	2.968937e+00	4.830171e+00	8.842189e+00	1.492248e+02	1.236241e+00
2.650428e-01	5.110830e+01	7.655555e-02	6.932926e-02	1.583878e+00	4.159394e+00	1.010533e+01	4.913928e+02	4.223273e+00
2.650428e-01	6.580002e+01	6.217239e-02	5.031347e-02	4.325057e+00	2.475319e+00	1.059068e+01	7.172264e+02	3.719628e+00
5.844574e+02	8.992916e+00	8.460852e-02	1.226122e-01	3.063338e+00	2.530342e+00	6.957407e+00	3.633232e+01	1.532204e+00
5.844574e+02	2.306193e+01	1.034313e-01	1.123537e-01	2.962407e+00	4.831107e+00	8.312669e+00	1.490769e+02	6.344325e-01
5.844574e+02	5.047974e+01	6.778826e-02	6.283025e-02	1.548341e+00	3.689965e+00	1.133802e+01	4.823556e+02	6.072742e+00
5.844574e+02	6.666171e+01	9.238851e-02	4.680208e-02	4.252645e+00	2.509077e+00	9.404654e+00	7.313613e+02	2.723054e+00
1.151965e+03	8.994780e+00	7.878515e-02	1.161273e-01	3.060865e+00	2.582572e+00	1.079504e+01	3.634362e+01	5.003316e+00
1.151965e+03	2.303802e+01	9.152313e-02	1.062596e-01	2.958359e+00	4.830715e+00	1.341971e+01	1.488450e+02	5.508728e+00
1.151965e+03	5.026958e+01	6.067393e-02	5.923036e-02	1.532209e+00	3.742487e+00	6.160154e+00	4.793465e+02	9.839722e-01
1.151965e+03	6.675641e+01	9.304587e-02	4.387099e-02	4.252109e+00	2.528926e+00	8.002286e+00	7.329203e+02	1.402331e+00
1.983394e+03	8.984083e+00	7.483221e-02	1.071036e-01	3.058359e+00	2.593914e+00	1.016363e+01	3.627880e+01	4.367891e+00
1.983394e+03	2.306694e+01	8.276535e-02	9.812369e-02	2.945703e+00	4.897223e+00	1.081053e+01	1.491254e+02	2.993600e+00
1.983394e+03	4.975542e+01	5.076993e-02	5.326703e-02	1.514477e+00	3.282646e+00	1.082930e+01	4.720112e+02	6.005317e+00
1.983394e+03	6.745547e+01	1.069102e-01	4.039821e-02	4.215714e+00	2.464952e+00	8.802929e+00	7.444628e+02	2.291635e+00
3.208107e+03	8.974255e+00	6.694511e-02	9.518689e-02	3.053676e+00	2.638081e+00	8.781111e+00	3.621929e+01	3.095805e+00
3.208107e+03	2.300317e+01	7.779907e-02	8.685777e-02	2.937989e+00	4.933945e+00	1.234497e+01	1.485075e+02	4.325815e+00
3.208107e+03	4.973520e+01	3.046072e-02	4.655780e-02	1.483706e+00	3.158909e+00	8.283738e+00	4.717234e+02	3.612889e+00
3.208107e+03	6.756247e+01	1.010015e-01	3.677982e-02	4.198030e+00	2.352536e+00	1.282422e+01	7.462349e+02	6.271451e+00
3.367936e+03	8.970175e+00	6.576448e-02	9.371225e-02	3.052962e+00	2.643769e+00	1.138043e+01	3.619459e+01	5.604188e+00
3.367936e+03	2.299686e+01	7.805373e-02	8.544288e-02	2.937133e+00	4.919550e+00	1.282801e+01	1.484463e+02	4.817181e+00
3.367936e+03	4.989087e+01	3.035095e-02	4.605773e-02	1.481767e+00	3.059791e+00	1.040727e+01	4.739399e+02	5.840226e+00
3.367936e+03	6.724448e+01	9.702316e-02	3.594697e-02	4.197126e+00	2.335369e+00	7.894314e+00	7.409726e+02	1.555318e+00
3.798132e+03	8.967612e+00	6.232193e-02	8.987399e-02	3.051469e+00	2.658044e+00	1.065139e+01	3.617908e+01	4.818630e+00
3.798132e+03	2.298508e+01	7.217189e-02	8.217802e-02	2.934022e+00	4.907773e+00	1.220304e+01	1.483323e+02	4.230167e+00
3.798132e+03	4.977358e+01	3.137311e-02	4.393137e-02	1.471045e+00	3.087763e+00	9.831606e+00	4.722696e+02	5.218545e+00
